run_idx,repeat,model,width,height,precision,target_fps,output_stream,duration_s,n_timed,fps_mean,fps_p50,fps_p95,fps_min,fps_max,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_min_ms,latency_max_ms,capture_lat_mean_ms,preprocess_lat_mean_ms,infer_lat_mean_ms,infer_fused_lat_mean_ms,postprocess_lat_mean_ms,filter_lat_mean_ms,annotate_lat_mean_ms,encode_lat_mean_ms,capture_lat_p50_ms,preprocess_lat_p50_ms,infer_lat_p50_ms,infer_fused_lat_p50_ms,postprocess_lat_p50_ms,filter_lat_p50_ms,annotate_lat_p50_ms,encode_lat_p50_ms,capture_lat_p95_ms,preprocess_lat_p95_ms,infer_lat_p95_ms,infer_fused_lat_p95_ms,postprocess_lat_p95_ms,filter_lat_p95_ms,annotate_lat_p95_ms,encode_lat_p95_ms,energy_total_j,mean_power_w,energy_per_frame_j,energy_per_inference_j,cpu_rail_j,gpu_rail_j,io_rail_j,capture_energy_j,preprocess_energy_j,infer_energy_j,infer_fused_energy_j,postprocess_energy_j,filter_energy_j,annotate_energy_j,encode_energy_j,capture_energy_pct,preprocess_energy_pct,infer_energy_pct,infer_fused_energy_pct,postprocess_energy_pct,filter_energy_pct,annotate_energy_pct,encode_energy_pct,idle_j,idle_pct,status,error,run_dir
22,0,yolov8n,640,480,fp16,0,none,60.009,1803,30.16756304442932,31.169345423070638,31.442320590781183,25.650840705021565,50.32678945832924,33.22632723239046,32.027,36.043899999999994,19.814,38.905,13.819491333333334,,,19.07946037936772,,0.31898934553521907,,,12.595262,,,19.142744,,0.294844,,,16.646672099999996,,,19.73456259999999,,0.4160868,,,873.8359,14.5617,0.484657,0.484657,167.804,479.844,226.1878,271.07224,,,594.88931,,6.511164,,,31.02,,,68.08,,0.75,,,1.3632,0.16,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps0_r0
23,1,yolov8n,640,480,fp16,0,none,60.019,1803,30.162101508755438,31.158221028011994,31.46052632177869,26.01180051342092,49.966569866430866,33.23228618968386,32.038,36.064899999999994,19.959,38.39,13.454192747642816,,,19.451711021075983,,0.3178755396561287,,,12.375641,,,19.357032,,0.298235,,,16.396484899999997,,,19.8087117,,0.4234403,,,879.9039,14.6604,0.488022,0.488022,172.4233,480.1341,227.3466,266.985431,,,605.037502,,6.517462,,,30.34,,,68.76,,0.74,,,1.3635,0.15,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps0_r1
24,2,yolov8n,640,480,fp16,0,none,60.016,1803,30.16113810244993,31.167349060251972,31.43325697011471,27.362021738195963,49.9153660011767,33.23042151968941,32.028,36.052899999999994,19.98,36.484,13.716582954520243,,,19.134239554076537,,0.37113555074875204,,,12.530287999999999,,,19.120002,,0.40162499999999995,,,16.542845399999997,,,19.3235334,,0.42684099999999997,,,873.0761,14.5474,0.484235,0.484235,167.3072,479.8057,225.9632,269.032791,,,595.091567,,7.594696,,,30.81,,,68.16,,0.87,,,1.3571,0.16,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps0_r2
25,0,yolov8n,640,480,fp16,5,none,60.06,300,4.9950025837019325,4.995010459077375,4.995134416896531,4.994462215212705,4.998187582209877,20.089636666666664,20.016,20.559,19.721,24.617,0.5311672666666666,,,19.20291863,,0.34602394999999997,,,0.526103,,,19.1160585,,0.308971,,,0.550319,,,19.6055265,,0.43080805,,,657.1071,10.9408,2.190357,2.190357,120.7907,338.5481,197.7683,2.260149,,,98.703301,,1.169236,,,0.34,,,15.02,,0.18,,,554.9744,84.46,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps5_r0
26,1,yolov8n,640,480,fp16,5,none,60.06,300,4.995001033886397,4.994975279642567,4.995165728560258,4.994244557658086,4.999216272864903,20.369513333333334,19.9205,22.768250000000002,19.654,27.346,0.5316543199999999,,,19.528231863333332,,0.29895137666666666,,,0.518855,,,19.099973,,0.29319449999999997,,,0.5873292,,,21.841708349999998,,0.33336685,,,656.0883,10.9239,2.186961,2.186961,120.1627,338.2625,197.6631,2.301517,,,99.779877,,1.001903,,,0.35,,,15.21,,0.15,,,553.005,84.29,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps5_r1
27,2,yolov8n,640,480,fp16,5,none,60.06,300,4.994997757932306,4.994996412193977,4.995247703661278,4.993681744173185,4.998837845183562,20.118136666666665,20.0295,20.59975,19.704,24.366,0.52791152,,,19.284294969999998,,0.29542761999999995,,,0.5240525,,,19.2030565,,0.29268150000000004,,,0.55068535,,,19.71031435,,0.3192228,,,659.6344,10.9829,2.198781,2.198781,123.0856,338.3232,198.2256,2.280586,,,99.659355,,0.994265,,,0.35,,,15.11,,0.15,,,556.7002,84.4,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps5_r2
28,0,yolov8n,640,480,fp16,10,none,60.058,600,9.990262833964174,9.9904396487781,9.990843781317468,9.987074927370495,9.991414477453668,20.112098333333332,20.067,20.50515,19.791,24.564,0.5151879266666667,,,19.290958096666664,,0.29709078833333336,,,0.5110589999999999,,,19.249813,,0.2931285,,,0.5355476499999999,,,19.6526274,,0.31536159999999996,,,697.6569,11.6163,1.162761,1.162761,129.1289,365.5324,202.9956,4.519261,,,197.598493,,1.991912,,,0.65,,,28.32,,0.29,,,493.5472,70.74,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps10_r0
29,1,yolov8n,640,480,fp16,10,none,60.059,600,9.99014162075267,9.990177158309093,9.99071047754758,9.987609471565671,9.997881548878608,19.961291666666664,19.904,20.348,19.589,24.382,0.5179852583333333,,,19.137376054999997,,0.296046345,,,0.5145314999999999,,,19.0836385,,0.29045699999999997,,,0.5361486,,,19.496073799999998,,0.31850399999999945,,,698.6109,11.632,1.164351,1.164351,129.3747,366.1179,203.1183,4.516887,,,196.81233,,1.985447,,,0.65,,,28.17,,0.28,,,495.2962,70.9,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps10_r1
30,2,yolov8n,640,480,fp16,10,none,60.059,600,9.990142363745232,9.990171768915458,9.990645908096049,9.98746593000716,9.997126925692825,20.31458,20.267,20.671,19.99,25.071,0.5220604099999999,,,19.478796895,,0.30426683499999996,,,0.5185,,,19.4382235,,0.2999455,,,0.5430318499999999,,,19.7863254,,0.3253008499999999,,,701.1116,11.6737,1.168519,1.168519,130.6987,367.2986,203.1143,4.577271,,,200.165851,,2.041397,,,0.65,,,28.55,,0.29,,,494.327,70.51,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps10_r2
31,0,yolov8n,640,480,fp16,15,none,60.061,900,14.984701215563062,14.984921871914041,14.985737743703087,14.973086550713987,14.995043688209735,20.514590000000002,20.4215,20.8951,20.054,25.926,0.5234617344444444,,,19.675445851111107,,0.3065107022222222,,,0.518932,,,19.587558,,0.303689,,,0.5467367999999999,,,20.0334011,,0.3266128,,,745.128,12.4061,0.82792,0.82792,140.7062,394.6928,209.7289,6.8728,,,302.217777,,3.093018,,,0.92,,,40.56,,0.42,,,432.9444,58.1,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps15_r0
32,1,yolov8n,640,480,fp16,15,none,60.061,900,14.984842187030047,14.985156079017028,14.986056328791507,14.969961948003423,14.995347243657237,20.34195777777778,20.0785,22.7812,19.716,24.983,0.5233338911111111,,,19.50078426555556,,0.30868313888888893,,,0.5172684999999999,,,19.2523265,,0.294985,,,0.56239505,,,21.85193645,,0.41453979999999996,,,748.037,12.4547,0.831152,0.831152,142.8027,395.1824,210.0519,6.918112,,,301.108594,,3.129204,,,0.92,,,40.25,,0.42,,,436.8811,58.4,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps15_r1
33,2,yolov8n,640,480,fp16,15,none,60.061,900,14.98483602058614,14.985101736927637,14.985978870901178,14.978672841354927,14.99562787473684,19.865303333333333,19.84,20.23635,19.488,24.312,0.5178947111111111,,,19.04725088333333,,0.2918507766666667,,,0.5148364999999999,,,19.023331499999998,,0.29053799999999996,,,0.53658095,,,19.38647395,,0.31062019999999996,,,742.9815,12.3705,0.825535,0.825535,139.599,394.309,209.0736,6.847148,,,294.568314,,2.942694,,,0.92,,,39.65,,0.4,,,438.6233,59.04,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps15_r2
34,0,yolov8n,640,480,fp16,20,none,60.029,1199,19.973587151936428,19.97398687819064,19.975551522979995,19.9642328789434,19.989069177411025,19.61621351125938,19.597,19.8892,19.212,24.569,0.5095986430358632,,,18.811728155963305,,0.28627070225187656,,,0.506581,,,18.794349,,0.284858,,,0.5281906,,,19.0739444,,0.3042587,,,784.0941,13.0619,0.653957,0.653957,148.1891,421.8311,214.0739,9.108494,,,389.115212,,3.834177,,,1.16,,,49.63,,0.49,,,382.0363,48.72,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps20_r0
35,1,yolov8n,640,480,fp16,20,none,60.03,1199,19.973480672764403,19.973758875065116,19.975187620944766,19.961841741800043,19.992247006610835,20.02248874061718,19.984,20.341199999999997,19.68,24.657,0.5189443669724769,,,19.198890698081733,,0.29692641117597995,,,0.516053,,,19.163242,,0.295481,,,0.5342408,,,19.5089279,,0.3140059,,,785.6134,13.0871,0.655224,0.655224,148.3017,422.9202,214.3915,9.178039,,,395.315759,,3.980493,,,1.17,,,50.32,,0.51,,,377.1391,48.01,ok,,results/camera_bench/yolov8n_fps_sweep_MAXN_20260428_133405/yolov8n_640x480_fp16_none_fps20_r1
